"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"483",4,"13","6","Dissimilar","orange",10,"light_blue","40","stingless",7,"target",1,0.142857142857143,"2025-02-18","10:58",22,"","13_6","high","high_Dissimilar","orange",0.23553903
"484",2,"13","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",2,0.333333333333333,"2025-02-18","10:58",22,"","13_6","high","high_Dissimilar","orange",0.23553903
"485",1,"13","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"target",3,0.6,"2025-02-18","10:58",22,"","13_6","high","high_Dissimilar","orange",0.23553903
"486",11,"10","8","Similar","orange",10,"red","40","stingless",6,"target",1,0.166666666666667,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"487",10,"11","8","Similar","orange",10,"red","40","stingless",26,"target",4,0.153846153846154,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"488",10,"10","8","Similar","orange",10,"red","40","stingless",8,"target",1,0.125,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"489",9,"11","8","Similar","orange",10,"red","40","stingless",31,"target",5,0.161290322580645,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"490",8,"11","8","Similar","orange",10,"red","40","stingless",30,"target",7,0.233333333333333,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"491",9,"10","8","Similar","orange",10,"red","40","stingless",13,"target",2,0.153846153846154,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"492",8,"10","8","Similar","orange",10,"red","40","stingless",11,"target",1,0.0909090909090909,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"493",7,"11","8","Similar","orange",10,"red","40","stingless",35,"target",4,0.114285714285714,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"494",6,"11","8","Similar","orange",10,"red","40","stingless",26,"target",10,0.384615384615385,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"495",5,"11","8","Similar","orange",10,"red","40","stingless",36,"target",8,0.222222222222222,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"496",4,"11","8","Similar","orange",10,"red","40","stingless",34,"target",6,0.176470588235294,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"497",3,"11","8","Similar","orange",10,"red","40","stingless",23,"target",7,0.304347826086957,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"498",2,"11","8","Similar","orange",10,"red","40","stingless",20,"target",4,0.2,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"499",7,"10","8","Similar","orange",10,"red","40","stingless",10,"target",2,0.2,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"500",1,"11","8","Similar","orange",10,"red","40","stingless",13,"target",2,0.153846153846154,"2025-02-18","10:57",22,"","11_8","high","high_Similar","orange",0.20124656
"501",6,"10","8","Similar","orange",10,"red","40","stingless",12,"target",3,0.25,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"502",5,"10","8","Similar","orange",10,"red","40","stingless",11,"target",2,0.181818181818182,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"503",4,"10","8","Similar","orange",10,"red","40","stingless",10,"target",1,0.1,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"504",3,"10","8","Similar","orange",10,"red","40","stingless",10,"target",2,0.2,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"505",2,"10","8","Similar","orange",10,"red","40","stingless",7,"target",4,0.571428571428571,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"506",12,"12","8","Similar","orange",10,"red","40","stingless",10,"target",0,0,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"507",11,"12","8","Similar","orange",10,"red","40","stingless",10,"target",0,0,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"508",10,"12","8","Similar","orange",10,"red","40","stingless",12,"target",4,0.333333333333333,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"509",9,"12","8","Similar","orange",10,"red","40","stingless",12,"target",2,0.166666666666667,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"510",8,"12","8","Similar","orange",10,"red","40","stingless",6,"target",0,0,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"511",1,"10","8","Similar","orange",10,"red","40","stingless",2,"target",1,0.5,"2025-02-18","11:00",22,"","10_8","high","high_Similar","orange",0.20124656
"512",6,"12","8","Similar","orange",10,"red","40","stingless",15,"target",5,0.333333333333333,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"513",5,"12","8","Similar","orange",10,"red","40","stingless",5,"target",1,0.2,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"514",4,"12","8","Similar","orange",10,"red","40","stingless",4,"target",2,0.5,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"515",3,"12","8","Similar","orange",10,"red","40","stingless",5,"target",2,0.4,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"516",2,"12","8","Similar","orange",10,"red","40","stingless",3,"target",1,0.333333333333333,"2025-02-17","13:13",22,"","12_8","high","high_Similar","orange",0.20124656
"517",1,"12","8","Similar","orange",10,"red","40","stingless",4,"target",1,0.25,"2025-02-17","01:13",22,"","12_8","high","high_Similar","orange",0.20124656
"518",12,"13","8","Similar","orange",10,"red","40","stingless",10,"target",1,0.1,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"519",12,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",12,"target",5,0.416666666666667,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"520",11,"13","8","Similar","orange",10,"red","40","stingless",4,"target",0,0,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"521",10,"13","8","Similar","orange",10,"red","40","stingless",8,"target",0,0,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"522",12,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",23,"target",13,0.565217391304348,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"523",11,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",5,0.333333333333333,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"524",11,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",18,"target",11,0.611111111111111,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"525",10,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",8,0.421052631578947,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"526",9,"13","8","Similar","orange",10,"red","40","stingless",8,"target",1,0.125,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"527",10,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",14,"target",5,0.357142857142857,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"528",9,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",22,"target",9,0.409090909090909,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"529",8,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",18,"target",8,0.444444444444444,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"530",7,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",5,0.263157894736842,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"531",6,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",11,"target",6,0.545454545454545,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"532",5,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",12,"target",6,0.5,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"533",9,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",18,"target",6,0.333333333333333,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"534",4,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",16,"target",9,0.5625,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"535",8,"13","8","Similar","orange",10,"red","40","stingless",9,"target",1,0.111111111111111,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"536",3,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",4,0.4,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"537",2,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"target",3,0.375,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"538",1,"11","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",4,0.571428571428571,"2025-02-17","12:54",22,"","11_7","low","low_Dissimilar","orange",0.47282496
"539",12,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",22,"target",5,0.227272727272727,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"540",12,"11","9","Similar","orange",10,"yellow","20","stingless",12,"target",4,0.333333333333333,"2025-02-17","10:36",20,"","11_9","low","low_Similar","orange",0.1086285
"541",11,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",28,"target",2,0.0714285714285714,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"542",7,"13","8","Similar","orange",10,"red","40","stingless",7,"target",2,0.285714285714286,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"543",10,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",57,"target",8,0.140350877192982,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"544",8,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",17,"target",7,0.411764705882353,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"545",6,"13","8","Similar","orange",10,"red","40","stingless",8,"target",0,0,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"546",5,"13","8","Similar","orange",10,"red","40","stingless",6,"target",2,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"547",9,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",48,"target",5,0.104166666666667,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"548",4,"13","8","Similar","orange",10,"red","40","stingless",5,"target",2,0.4,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"549",8,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",57,"target",9,0.157894736842105,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"550",3,"13","8","Similar","orange",10,"red","40","stingless",5,"target",1,0.2,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"551",2,"13","8","Similar","orange",10,"red","40","stingless",6,"target",1,0.166666666666667,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"552",7,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",48,"target",11,0.229166666666667,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"553",6,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",47,"target",11,0.234042553191489,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"554",5,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",21,"target",2,0.0952380952380952,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"555",1,"13","8","Similar","orange",10,"red","40","stingless",3,"target",1,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high","high_Similar","orange",0.20124656
"556",1,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",4,0.444444444444444,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"557",3,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"target",3,0.25,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"558",4,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",20,"target",2,0.1,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"559",2,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",8,"target",2,0.25,"2025-02-17","11:02",21,"","9_6","high","high_Dissimilar","orange",0.23553903
"560",7,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",14,"target",5,0.357142857142857,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"561",12,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",5,0.384615384615385,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"562",11,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",11,"target",6,0.545454545454545,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"563",10,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",3,0.5,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"564",6,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",6,"target",3,0.5,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"565",9,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",4,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"566",8,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",3,0.5,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"567",7,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"target",3,0.6,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"568",6,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"target",1,0.5,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"569",5,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"target",2,1,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"570",4,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",2,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"571",3,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",1,0.333333333333333,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"572",2,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"target",0,NA,"2025-02-17","10:38",20,"","8_6","high","high_Dissimilar","orange",0.23553903
"573",1,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"target",0,NA,"2025-02-17","10:38",20,"Mislabelled as colony 9 at beginning of video ","8_6","high","high_Dissimilar","orange",0.23553903
"574",5,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",4,"target",2,0.5,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"575",4,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"target",2,0.25,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"576",3,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",4,0.571428571428571,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"577",2,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"target",1,0.2,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"578",1,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"target",4,0.8,"2025-02-17","13:00",22,"","10_7","low","low_Dissimilar","orange",0.47282496
"579",12,"10","9","Similar","orange",10,"yellow","20","stingless",9,"target",4,0.444444444444444,"2025-02-17","10:38",19,"","10_9","low","low_Similar","orange",0.1086285
"580",11,"11","9","Similar","orange",10,"yellow","20","stingless",20,"target",10,0.5,"2025-02-17","10:36",20,"","11_9","low","low_Similar","orange",0.1086285
"581",11,"10","9","Similar","orange",10,"yellow","20","stingless",5,"target",3,0.6,"2025-02-17","10:38",19,"","10_9","low","low_Similar","orange",0.1086285
"582",10,"11","9","Similar","orange",10,"yellow","20","stingless",12,"target",6,0.5,"2025-02-17","10:36",20,"","11_9","low","low_Similar","orange",0.1086285
